Applicant_ID,Name,Gender,Age,Experience_Years,Degree,Skills,Languages_Known,Applied_Role,Location,Salary_Expected,Certifications,Certifications_Count,Current_Employment_Status,Notice_Period_Days,Interview_Score,Work_Auth_Status,Previous_Company,Last_Company_Rating,Job_Type,Remote_Preference,Industry,GitHub_Profile,LinkedIn_Profile,Projects_Completed,Training_Completed,Employment_Gap_Years,Relocation_Ready,Freelance_Experience,Application_Status
102,Amy,Non-Binary,43,33,B.Sc,"Python, Machine Learning","SQL, R",ML Engineer,New York,293835,Yes,5,Unemployed,45,7,No,IBM,3,Full-time,Yes,Healthcare,Yes,Yes,8,Yes,2,No,Yes,Rejected
82,David,Male,43,15,B.Sc,,"Python, SQL",BI Developer,Seattle,138240,Yes,0,Unemployed,90,6,No,Tesla,4,Part-time,Yes,Retail,No,Yes,6,No,3,Yes,No,Rejected
477,Lisa,Female,43,34,Ph.D,"Python, SQL, Statistics","Python, SQL",Data Scientist,San Francisco,258038,No,2,Unemployed,60,3,No,None,1,Part-time,No,E-commerce,Yes,No,11,No,4,No,Yes,Pending
314,Sam,Male,43,35,,"Python, Machine Learning","English, French",ML Engineer,New York,321585,No,2,Unemployed,15,4,Yes,Startup Inc.,2,Part-time,No,IT,Yes,Yes,7,Yes,4,Yes,No,Pending
331,John,Male,43,30,M.Sc,"Python, SQL, Statistics","Java, C++",Data Scientist,San Francisco,239610,No,2,Unemployed,60,10,No,Microsoft,4,Part-time,Yes,Healthcare,Yes,Yes,12,No,3,No,No,Rejected
102,Mike,Male,43,35,MBA,,"Python, SQL",Data Analyst,Austin,366070,No,0,Unemployed,90,5,Yes,,2,Part-time,No,Retail,Yes,Yes,13,Yes,0,Yes,Yes,Rejected
14,Sam,Male,43,34,Ph.D,"Python, SQL, Statistics","Java, C++",Data Scientist,San Francisco,287312,Yes,0,Employed,30,9,Yes,Startup Inc.,2,Part-time,No,E-commerce,No,Yes,4,No,0,No,No,Selected
877,Mike,Male,43,0,M.Sc,"Power BI, SQL","Excel, Power BI",BI Developer,Chicago,,No,2,Employed,90,6,Yes,None,1,Contract,No,Healthcare,No,No,4,No,4,Yes,Yes,Rejected
11,David,Male,43,2,B.Tech,"SQL, Database Management","Excel, Power BI",Database Admin,Austin,48870,Yes,5,Unemployed,15,4,Yes,Startup Inc.,2,Full-time,Yes,Finance,No,Yes,11,Yes,5,No,Yes,Rejected
710,Emma,Male,43,4,M.Sc,"Python, Machine Learning","English, French",ML Engineer,Austin,65616,No,1,Unemployed,90,7,Yes,Google,4,Full-time,No,Education,Yes,No,2,Yes,2,No,Yes,Rejected
958,Lisa,Female,43,23,B.Sc,"Python, Machine Learning","Excel, Power BI",ML Engineer,Chicago,227179,Yes,2,Unemployed,30,,Yes,Tesla,3,Part-time,Yes,IT,No,No,5,Yes,4,Yes,Yes,Selected
470,Mike,Female,43,21,B.Tech,"SQL, Database Management","SQL, R",Database Admin,New York,201717,No,3,Employed,60,4,Yes,None,5,Contract,No,Education,No,Yes,0,No,4,Yes,Yes,Selected
242,Olivia,Male,43,30,B.Tech,"Excel, SQL, Python","SQL, R",Data Analyst,Seattle,234750,Yes,0,Unemployed,45,5,No,Tesla,4,Contract,Yes,Education,No,No,2,No,3,Yes,Yes,Rejected
766,Lisa,Non-Binary,43,6,M.Sc,"Python, SQL, Statistics","SQL, R",Data Scientist,San Francisco,,Yes,3,Employed,60,4,Yes,Microsoft,1,Part-time,Yes,Finance,No,No,10,No,0,No,No,Rejected
163,Mike,Male,43,14,B.Tech,,"English, French",BI Developer,New York,122722,Yes,3,Employed,30,,No,None,5,Full-time,Yes,Finance,Yes,No,1,Yes,5,No,Yes,Rejected
244,Sophia,Male,43,2,MBA,"Power BI, SQL","English, French",BI Developer,Austin,42352,No,0,Employed,30,9,Yes,IBM,2,Part-time,No,Finance,Yes,Yes,6,No,3,No,Yes,Pending
596,Robert,Male,43,26,M.Sc,"SQL, Database Management","SQL, R",Database Admin,New York,,Yes,2,Unemployed,15,2,Yes,Tesla,4,Contract,No,E-commerce,Yes,No,8,Yes,4,No,Yes,Selected
73,Olivia,Female,43,12,B.Tech,"Python, Machine Learning","Java, C++",ML Engineer,Seattle,134640,No,5,Unemployed,90,,Yes,Amazon,5,Part-time,No,Healthcare,Yes,Yes,3,Yes,1,No,No,Rejected
85,John,Male,43,12,M.Sc,"SQL, Database Management","SQL, R",Database Admin,Chicago,148560,Yes,4,Employed,90,8,No,Amazon,4,Full-time,Yes,IT,No,No,6,No,2,Yes,No,Rejected
192,Robert,Female,43,29,MBA,"SQL, Database Management","Java, C++",Database Admin,Austin,268380,Yes,3,Employed,60,8,Yes,Google,2,Full-time,No,Finance,Yes,No,7,No,4,Yes,No,Selected
299,David,Non-Binary,43,0,B.Tech,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,Austin,30000,No,2,Employed,45,7,Yes,None,4,Contract,No,Retail,Yes,No,9,No,3,No,Yes,Selected
432,Mike,Non-Binary,43,0,M.Sc,"Python, SQL, Statistics","Java, C++",Data Scientist,San Francisco,30000,Yes,4,Employed,45,10,No,Google,1,Part-time,Yes,IT,Yes,No,1,No,1,No,Yes,Selected
425,Amy,Non-Binary,43,0,M.Sc,"Python, Machine Learning","Python, SQL",ML Engineer,New York,30000,No,3,Unemployed,15,4,No,None,5,Part-time,No,IT,No,Yes,6,No,1,Yes,Yes,Pending
18,Mike,Non-Binary,43,25,MBA,"SQL, Database Management","English, Spanish",Database Admin,Austin,192475,No,2,Employed,30,7,No,Microsoft,5,Contract,Yes,IT,No,No,12,Yes,4,No,No,Selected
167,Mike,Non-Binary,43,7,,"SQL, Database Management","Python, SQL",Database Admin,Austin,84516,No,3,Unemployed,15,10,No,IBM,5,Part-time,No,Finance,No,No,11,No,5,Yes,No,Pending
817,Amy,Female,43,36,,"Excel, SQL, Python","Python, SQL",Data Analyst,San Francisco,385536,No,2,Employed,90,6,Yes,IBM,4,Contract,Yes,Finance,Yes,No,2,Yes,0,Yes,No,Selected
698,John,Non-Binary,43,26,B.Sc,"Excel, SQL, Python","English, French",Data Analyst,San Francisco,256408,Yes,5,Unemployed,30,6,Yes,Startup Inc.,2,Part-time,Yes,Healthcare,Yes,Yes,7,No,1,Yes,Yes,Rejected
824,David,Non-Binary,43,35,B.Sc,,"English, Spanish",ML Engineer,Austin,264745,Yes,1,Employed,15,,No,Google,4,Full-time,No,Finance,Yes,Yes,5,No,2,Yes,Yes,Rejected
82,David,Male,43,32,B.Tech,"SQL, Database Management","English, French",Database Admin,New York,246608,No,1,Unemployed,60,8,Yes,,4,Contract,Yes,Finance,Yes,No,2,Yes,3,Yes,No,Pending
817,Amy,Female,43,13,B.Tech,"Power BI, SQL","Java, C++",BI Developer,San Francisco,112134,Yes,0,Unemployed,90,8,No,Tesla,5,Part-time,No,IT,No,No,7,No,3,No,Yes,Pending
242,Olivia,Male,43,24,M.Sc,"SQL, Database Management","SQL, R",Database Admin,Chicago,,Yes,4,Unemployed,45,,No,,2,Part-time,No,Healthcare,Yes,No,10,No,3,Yes,No,Rejected
921,John,Female,44,6,MBA,"Power BI, SQL","Java, C++",BI Developer,Austin,76638,No,3,Employed,15,,No,Tesla,3,Part-time,No,Education,No,No,12,Yes,4,No,No,Pending
382,John,Female,44,23,B.Sc,"Excel, SQL, Python","English, Spanish",Data Analyst,Chicago,213770,Yes,3,Unemployed,90,8,Yes,Amazon,2,Contract,No,Finance,No,Yes,2,Yes,3,Yes,No,Selected
489,John,Female,44,8,,,"Excel, Power BI",Database Admin,New York,94352,No,2,Employed,90,9,No,Microsoft,4,Full-time,Yes,Retail,Yes,Yes,8,No,3,No,Yes,Selected
254,Emma,Non-Binary,44,39,B.Tech,"SQL, Database Management","Java, C++",Database Admin,New York,239625,Yes,4,Unemployed,45,,Yes,Amazon,1,Part-time,Yes,Finance,No,Yes,10,No,2,Yes,No,Selected
464,Sophia,Male,44,22,B.Tech,"Power BI, SQL","Python, SQL",BI Developer,San Francisco,206792,Yes,3,Unemployed,45,6,Yes,Tesla,2,Contract,Yes,Education,Yes,No,2,No,0,No,No,Selected
252,David,Male,44,26,MBA,"Excel, SQL, Python","English, Spanish",Data Analyst,Chicago,177160,No,4,Employed,45,2,Yes,Tesla,5,Part-time,No,IT,Yes,No,0,Yes,5,No,Yes,Selected
908,Robert,Male,44,20,B.Sc,"SQL, Database Management","English, Spanish",Database Admin,Austin,158060,Yes,4,Unemployed,15,7,No,IBM,1,Full-time,No,Healthcare,Yes,No,12,No,4,Yes,Yes,Rejected
310,John,Non-Binary,44,4,B.Tech,"Excel, SQL, Python","Java, C++",Data Analyst,Seattle,52960,Yes,1,Unemployed,45,3,Yes,None,3,Full-time,Yes,IT,Yes,No,1,No,4,Yes,No,Rejected
39,David,Female,44,0,MBA,"SQL, Database Management","Java, C++",Database Admin,Seattle,30000,No,3,Employed,60,7,No,IBM,3,Full-time,Yes,E-commerce,No,Yes,3,No,3,Yes,Yes,Pending
620,Emma,Non-Binary,44,10,B.Tech,,"English, French",BI Developer,Chicago,90850,Yes,3,Unemployed,90,9,Yes,Google,1,Contract,No,Finance,No,Yes,12,Yes,2,No,Yes,Rejected
988,Emma,Female,44,32,Ph.D,"Power BI, SQL","English, French",BI Developer,New York,346192,No,0,Unemployed,45,10,Yes,Tesla,3,Part-time,No,Retail,Yes,Yes,10,No,1,Yes,Yes,Rejected
75,Lisa,Non-Binary,44,0,M.Sc,"Excel, SQL, Python","Python, SQL",Data Analyst,New York,30000,Yes,4,Unemployed,90,10,Yes,None,1,Contract,No,E-commerce,No,No,1,Yes,3,Yes,Yes,Rejected
786,John,Non-Binary,44,0,Ph.D,"Power BI, SQL","English, Spanish",BI Developer,San Francisco,30000,No,2,Unemployed,30,2,No,,4,Part-time,Yes,Finance,No,No,3,Yes,3,No,No,Pending
790,Olivia,Non-Binary,44,0,Ph.D,"Power BI, SQL","Excel, Power BI",BI Developer,San Francisco,30000,No,1,Employed,30,6,No,Amazon,1,Contract,No,E-commerce,No,No,3,Yes,4,Yes,Yes,Selected
222,Sophia,Non-Binary,44,10,Ph.D,"Power BI, SQL","Excel, Power BI",BI Developer,Seattle,82280,No,0,Unemployed,45,6,No,Google,4,Part-time,Yes,Education,Yes,No,3,Yes,4,Yes,No,Rejected
507,Emma,Female,44,37,Ph.D,"SQL, Database Management","English, Spanish",Database Admin,Chicago,330403,No,1,Unemployed,90,9,No,Startup Inc.,5,Contract,No,Finance,Yes,No,0,Yes,3,No,Yes,Rejected
777,Olivia,Female,44,29,B.Sc,"Power BI, SQL","Python, SQL",BI Developer,Austin,228766,No,2,Unemployed,30,9,Yes,Startup Inc.,5,Part-time,Yes,Retail,Yes,Yes,8,No,4,Yes,Yes,Rejected
726,Lisa,Non-Binary,44,2,B.Sc,"SQL, Database Management","English, French",Database Admin,Chicago,40534,Yes,0,Unemployed,45,5,Yes,None,3,Contract,No,Finance,No,No,9,Yes,2,No,No,Selected
149,Sam,Non-Binary,44,28,,"Excel, SQL, Python","English, French",Data Analyst,New York,247672,Yes,1,Unemployed,90,5,No,Amazon,1,Full-time,Yes,E-commerce,Yes,No,10,No,1,Yes,Yes,Rejected
543,Amy,Non-Binary,44,4,M.Sc,"Excel, SQL, Python","English, French",Data Analyst,Chicago,61396,No,2,Unemployed,45,9,No,Amazon,4,Contract,Yes,Healthcare,Yes,Yes,6,No,1,No,Yes,Selected
632,Sophia,Male,44,0,B.Sc,"Python, Machine Learning","Excel, Power BI",ML Engineer,Austin,30000,Yes,5,Unemployed,90,8,No,None,5,Full-time,Yes,E-commerce,Yes,Yes,1,Yes,1,No,No,Selected
79,Sam,Non-Binary,44,22,B.Sc,"Power BI, SQL","Excel, Power BI",BI Developer,San Francisco,249230,No,0,Unemployed,30,7,No,Amazon,5,Full-time,No,Finance,Yes,No,2,Yes,3,Yes,No,Rejected
484,Sam,Male,44,0,B.Tech,"Excel, SQL, Python","Python, SQL",Data Analyst,San Francisco,30000,Yes,2,Employed,45,8,Yes,IBM,5,Part-time,Yes,Finance,Yes,Yes,12,Yes,5,No,No,Selected
330,Mike,Non-Binary,44,9,Ph.D,"SQL, Database Management","Excel, Power BI",Database Admin,Seattle,106131,Yes,0,Employed,30,6,No,Amazon,3,Full-time,Yes,Healthcare,Yes,No,7,Yes,3,Yes,Yes,Selected
372,Emma,Male,45,20,MBA,"Python, SQL, Statistics","Java, C++",Data Scientist,Chicago,175380,No,3,Employed,45,3,No,Startup Inc.,5,Full-time,No,IT,No,No,6,No,3,No,Yes,Pending
982,Robert,Female,45,13,M.Sc,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Chicago,107857,No,3,Employed,15,7,Yes,Amazon,2,Part-time,Yes,Healthcare,Yes,Yes,3,No,2,No,Yes,Pending
840,John,Male,45,5,B.Sc,"Excel, SQL, Python","English, French",Data Analyst,Seattle,77460,Yes,1,Unemployed,30,8,No,Tesla,3,Contract,Yes,IT,No,No,3,Yes,1,Yes,No,Rejected
631,John,Male,45,10,B.Sc,"SQL, Database Management","Python, SQL",Database Admin,San Francisco,89370,Yes,4,Unemployed,30,8,Yes,None,1,Contract,No,Retail,Yes,No,8,Yes,4,Yes,Yes,Rejected
750,Sam,Male,45,2,,"Power BI, SQL","English, Spanish",BI Developer,Seattle,40878,No,5,Employed,60,1,No,Microsoft,2,Full-time,Yes,Finance,No,No,14,No,4,Yes,No,Selected
184,Lisa,Male,45,33,Ph.D,"Python, SQL, Statistics","English, Spanish",Data Scientist,New York,272814,Yes,4,Employed,30,7,Yes,Startup Inc.,3,Contract,No,Education,No,Yes,4,No,0,No,No,Rejected
762,Robert,Male,45,3,B.Tech,"Excel, SQL, Python","Python, SQL",Data Analyst,Chicago,51021,Yes,2,Employed,90,3,No,Microsoft,3,Full-time,Yes,Education,No,Yes,13,Yes,0,Yes,No,Pending
374,Sophia,Female,45,32,M.Sc,"Python, SQL, Statistics","Java, C++",Data Scientist,Seattle,297040,No,0,Unemployed,45,2,No,Startup Inc.,4,Contract,No,E-commerce,Yes,Yes,12,No,5,No,No,Pending
392,Robert,Male,45,4,Ph.D,"Power BI, SQL","English, Spanish",BI Developer,San Francisco,66520,Yes,3,Unemployed,15,2,No,Google,2,Contract,Yes,Healthcare,Yes,Yes,10,No,4,No,No,Selected
851,John,Male,45,25,B.Tech,"SQL, Database Management","English, French",Database Admin,New York,275400,No,4,Employed,90,8,No,Tesla,2,Contract,Yes,Healthcare,No,No,4,No,1,Yes,Yes,Rejected
457,Mike,Non-Binary,45,29,B.Tech,"Python, SQL, Statistics","English, Spanish",Data Scientist,Chicago,283547,No,3,Employed,90,9,No,Startup Inc.,2,Full-time,Yes,Education,No,Yes,14,Yes,3,No,No,Selected
74,Amy,Female,45,27,MBA,"Excel, SQL, Python","English, Spanish",Data Analyst,Austin,178986,No,5,Employed,90,3,Yes,Tesla,5,Part-time,No,IT,Yes,No,6,Yes,4,Yes,No,Rejected
42,Sophia,Male,45,9,MBA,,"English, French",ML Engineer,Austin,77412,Yes,2,Employed,90,3,No,Startup Inc.,5,Contract,Yes,Healthcare,Yes,Yes,0,No,5,No,No,Pending
116,Olivia,Male,45,0,Ph.D,"Python, SQL, Statistics","Excel, Power BI",Data Scientist,New York,,Yes,5,Employed,15,6,Yes,Microsoft,1,Contract,Yes,IT,Yes,Yes,2,Yes,5,Yes,No,Rejected
984,Sophia,Female,45,27,MBA,"Python, Machine Learning","Java, C++",ML Engineer,Austin,277995,No,5,Unemployed,60,10,Yes,Microsoft,1,Contract,No,IT,No,No,1,No,4,No,Yes,Pending
321,David,Non-Binary,45,31,Ph.D,"Power BI, SQL","English, French",BI Developer,Chicago,228028,No,2,Employed,30,1,Yes,None,1,Full-time,No,IT,No,Yes,10,No,0,No,Yes,Selected
123,Lisa,Male,45,4,MBA,"Python, Machine Learning","English, French",ML Engineer,Austin,56776,Yes,0,Unemployed,90,6,Yes,Startup Inc.,5,Part-time,No,IT,No,Yes,9,Yes,1,Yes,Yes,Rejected
59,John,Female,45,2,Ph.D,"SQL, Database Management","SQL, R",Database Admin,New York,,Yes,5,Employed,30,3,No,,4,Full-time,Yes,E-commerce,No,No,5,Yes,4,No,No,Rejected
670,Amy,Non-Binary,45,21,MBA,"Python, SQL, Statistics","Python, SQL",Data Scientist,San Francisco,164169,Yes,4,Employed,30,4,No,IBM,1,Contract,Yes,E-commerce,No,Yes,10,No,3,No,Yes,Rejected
404,David,Female,45,10,MBA,"Excel, SQL, Python","Java, C++",Data Analyst,Austin,118650,No,2,Unemployed,90,9,No,Tesla,3,Full-time,Yes,Education,Yes,No,11,Yes,3,No,Yes,Pending
762,David,Male,45,0,B.Sc,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Seattle,30000,No,2,Employed,60,3,No,,5,Contract,No,E-commerce,No,Yes,5,Yes,2,No,No,Pending
208,Olivia,Male,45,0,MBA,"SQL, Database Management","SQL, R",Database Admin,Seattle,30000,Yes,3,Unemployed,30,1,Yes,Tesla,4,Contract,No,Retail,No,No,9,Yes,3,No,No,Rejected
744,John,Male,45,0,B.Tech,"Python, Machine Learning","English, French",ML Engineer,New York,30000,Yes,1,Unemployed,45,3,Yes,Tesla,3,Full-time,Yes,Healthcare,Yes,Yes,0,Yes,4,Yes,No,Rejected
971,Amy,Non-Binary,45,31,Ph.D,"Python, Machine Learning","SQL, R",ML Engineer,Seattle,326856,Yes,5,Employed,30,7,Yes,,3,Contract,Yes,Retail,Yes,No,13,No,4,Yes,No,Selected
405,Lisa,Female,45,23,B.Tech,"Power BI, SQL","Excel, Power BI",BI Developer,San Francisco,156500,No,4,Employed,90,7,No,Google,5,Contract,No,E-commerce,Yes,Yes,13,No,3,No,No,Selected
452,John,Male,45,13,B.Sc,"Excel, SQL, Python","SQL, R",Data Analyst,New York,116593,No,0,Unemployed,15,5,No,Amazon,2,Part-time,No,Healthcare,No,No,5,Yes,0,Yes,Yes,Rejected
372,Lisa,Non-Binary,45,4,Ph.D,"SQL, Database Management","SQL, R",Database Admin,Chicago,58396,Yes,5,Unemployed,30,,No,Startup Inc.,4,Full-time,No,Healthcare,Yes,Yes,9,No,1,Yes,Yes,Selected
803,Emma,Male,45,0,B.Sc,"SQL, Database Management","SQL, R",Database Admin,New York,30000,Yes,0,Employed,60,8,No,Startup Inc.,5,Full-time,Yes,IT,No,Yes,1,Yes,5,No,Yes,Selected
601,Lisa,Female,45,2,M.Sc,"Excel, SQL, Python","English, French",Data Analyst,Chicago,45492,No,3,Unemployed,45,10,Yes,Startup Inc.,2,Contract,No,Education,Yes,Yes,10,Yes,4,Yes,Yes,Rejected
455,Robert,Non-Binary,45,2,Ph.D,"SQL, Database Management","English, French",Database Admin,San Francisco,,No,5,Employed,45,8,No,Startup Inc.,5,Contract,No,IT,No,No,3,Yes,3,No,Yes,Pending
785,Emma,Male,45,22,B.Tech,"Python, Machine Learning","Python, SQL",ML Engineer,Chicago,207870,Yes,0,Unemployed,15,10,No,Tesla,5,Full-time,No,IT,No,No,5,No,5,Yes,No,Pending
754,Emma,Male,45,16,B.Tech,"Python, Machine Learning","English, Spanish",ML Engineer,New York,166592,Yes,5,Employed,15,10,Yes,Tesla,3,Full-time,No,Retail,Yes,Yes,2,No,3,No,Yes,Selected
747,Sophia,Male,45,33,B.Tech,"SQL, Database Management","Java, C++",Database Admin,Austin,238791,Yes,2,Unemployed,30,10,Yes,Google,5,Full-time,Yes,E-commerce,No,Yes,2,No,4,No,Yes,Selected
552,John,Non-Binary,45,0,B.Sc,"Python, SQL, Statistics","Python, SQL",Data Scientist,San Francisco,30000,No,5,Unemployed,90,2,No,Microsoft,2,Contract,No,Retail,Yes,Yes,11,Yes,2,No,Yes,Selected
328,John,Female,45,4,B.Tech,"Excel, SQL, Python","Excel, Power BI",Data Analyst,Chicago,56716,Yes,4,Employed,60,10,No,,3,Part-time,Yes,E-commerce,No,Yes,2,No,1,No,Yes,Pending
843,Olivia,Male,45,35,B.Tech,"Power BI, SQL","SQL, R",BI Developer,Austin,336110,No,5,Unemployed,45,3,Yes,Tesla,2,Part-time,Yes,Retail,No,Yes,3,No,4,Yes,Yes,Rejected
768,Sam,Female,45,33,B.Tech,"Excel, SQL, Python","English, French",Data Analyst,Austin,279546,No,0,Unemployed,15,4,No,,2,Contract,No,Healthcare,No,Yes,8,Yes,5,Yes,No,Rejected
905,John,Female,45,31,B.Sc,"Python, SQL, Statistics","SQL, R",Data Scientist,New York,314053,Yes,4,Unemployed,60,1,Yes,None,3,Contract,No,E-commerce,Yes,Yes,3,Yes,3,No,No,Selected
984,Sophia,Female,45,26,,"Python, Machine Learning","English, French",ML Engineer,Chicago,246242,Yes,0,Unemployed,90,4,Yes,,2,Contract,Yes,E-commerce,No,Yes,12,Yes,2,Yes,Yes,Rejected
42,Sophia,Male,45,36,,"Python, Machine Learning","Java, C++",ML Engineer,San Francisco,297696,No,1,Unemployed,45,5,No,Microsoft,1,Full-time,No,Retail,Yes,Yes,3,Yes,4,No,No,Rejected
972,Lisa,Non-Binary,46,35,Ph.D,"SQL, Database Management","Python, SQL",Database Admin,Chicago,215745,Yes,1,Unemployed,45,3,Yes,Microsoft,5,Contract,Yes,Finance,No,Yes,3,No,1,No,Yes,Selected
730,Sam,Non-Binary,46,2,MBA,"SQL, Database Management","Python, SQL",Database Admin,Chicago,,No,4,Unemployed,90,10,No,Google,3,Full-time,No,Healthcare,No,No,6,No,2,Yes,Yes,Selected
159,Olivia,Female,46,33,B.Tech,"SQL, Database Management","Excel, Power BI",Database Admin,Austin,230937,Yes,1,Employed,45,2,No,Tesla,3,Part-time,Yes,Healthcare,Yes,No,4,Yes,5,No,No,Pending
319,Robert,Non-Binary,46,9,B.Sc,"SQL, Database Management","Python, SQL",Database Admin,New York,115995,Yes,1,Unemployed,90,,No,None,1,Contract,Yes,Finance,Yes,Yes,11,Yes,3,No,No,Rejected
967,Olivia,Male,46,16,MBA,"SQL, Database Management","Python, SQL",Database Admin,San Francisco,148304,Yes,2,Unemployed,45,8,No,IBM,1,Contract,Yes,Retail,No,Yes,1,Yes,0,Yes,No,Rejected
607,John,Non-Binary,46,33,B.Sc,"Python, SQL, Statistics","English, Spanish",Data Scientist,New York,327132,Yes,0,Employed,30,7,Yes,Startup Inc.,1,Full-time,No,Retail,No,Yes,6,Yes,1,No,Yes,Selected
107,Robert,Female,46,23,MBA,"Python, Machine Learning","Java, C++",ML Engineer,Chicago,160318,No,1,Unemployed,90,,No,Tesla,1,Full-time,Yes,Healthcare,No,No,2,No,2,No,Yes,Pending
119,Sam,Male,46,8,B.Sc,"Python, Machine Learning","SQL, R",ML Engineer,New York,103304,No,4,Unemployed,60,4,No,Google,4,Full-time,Yes,Retail,No,No,10,Yes,4,Yes,Yes,Selected
694,Emma,Male,46,31,MBA,"SQL, Database Management","Python, SQL",Database Admin,Austin,254254,No,2,Employed,30,3,Yes,Google,3,Part-time,No,Education,No,Yes,0,Yes,4,Yes,No,Selected
281,John,Male,46,0,B.Sc,"SQL, Database Management","Excel, Power BI",Database Admin,Austin,30000,Yes,1,Unemployed,60,6,No,IBM,2,Part-time,No,Education,No,Yes,8,No,2,No,No,Rejected
531,Sam,Male,46,3,B.Sc,"Python, Machine Learning","SQL, R",ML Engineer,Seattle,49869,No,5,Unemployed,45,9,No,None,3,Contract,Yes,Finance,Yes,Yes,4,Yes,4,Yes,Yes,Selected
153,John,Female,46,41,B.Tech,"Python, SQL, Statistics","English, French",Data Scientist,Austin,,No,4,Employed,60,9,No,Amazon,3,Contract,Yes,E-commerce,No,No,9,Yes,2,Yes,No,Selected
280,John,Non-Binary,46,37,MBA,"Python, SQL, Statistics","Python, SQL",Data Scientist,Austin,337507,No,0,Employed,30,,No,Google,3,Full-time,No,Education,Yes,No,0,Yes,1,Yes,No,Pending
939,Olivia,Non-Binary,46,22,,"Python, SQL, Statistics","Python, SQL",Data Scientist,Seattle,143872,Yes,5,Unemployed,90,9,Yes,Microsoft,1,Part-time,Yes,Retail,No,No,10,Yes,4,Yes,Yes,Selected
939,Lisa,Non-Binary,46,32,Ph.D,"Excel, SQL, Python","SQL, R",Data Analyst,Austin,,No,1,Unemployed,15,8,Yes,Microsoft,1,Contract,No,Finance,No,No,0,Yes,1,Yes,No,Pending
27,Olivia,Female,46,8,B.Sc,"Power BI, SQL","English, French",BI Developer,New York,93424,Yes,4,Employed,60,,No,Startup Inc.,4,Full-time,No,Education,Yes,Yes,0,No,3,Yes,No,Selected
281,David,Male,46,8,,"Python, SQL, Statistics","English, Spanish",Data Scientist,Seattle,75000,Yes,5,Unemployed,15,9,Yes,Google,3,Full-time,No,IT,No,Yes,11,No,3,No,Yes,Rejected
607,John,Non-Binary,46,21,MBA,"Python, Machine Learning","Java, C++",ML Engineer,Chicago,190734,No,4,Employed,60,7,Yes,None,5,Part-time,Yes,Finance,No,Yes,8,No,3,No,Yes,Selected
939,Lisa,Non-Binary,46,17,,"Excel, SQL, Python","English, Spanish",Data Analyst,San Francisco,176336,Yes,3,Employed,60,,Yes,Startup Inc.,4,Part-time,No,Healthcare,Yes,Yes,12,No,3,Yes,Yes,Rejected
27,Olivia,Female,46,15,MBA,,"Excel, Power BI",ML Engineer,San Francisco,160725,No,5,Employed,90,8,Yes,Google,1,Contract,Yes,Education,No,Yes,7,Yes,4,Yes,No,Selected
148,Sam,Male,47,13,M.Sc,"SQL, Database Management","SQL, R",Database Admin,San Francisco,150562,No,4,Unemployed,45,7,No,IBM,3,Contract,Yes,Healthcare,Yes,No,10,Yes,2,Yes,Yes,Pending
94,Sophia,Non-Binary,47,0,Ph.D,"Python, Machine Learning","Python, SQL",ML Engineer,Seattle,30000,No,5,Employed,30,9,Yes,Tesla,1,Full-time,No,Finance,No,Yes,12,Yes,4,No,No,Pending
737,Olivia,Non-Binary,47,18,B.Tech,"SQL, Database Management","English, Spanish",Database Admin,Seattle,,No,3,Employed,30,10,No,None,2,Full-time,No,Education,No,Yes,14,Yes,5,No,Yes,Rejected
28,Sam,Non-Binary,47,32,,"SQL, Database Management","Java, C++",Database Admin,Seattle,349072,No,0,Employed,30,1,No,Google,1,Full-time,No,Healthcare,Yes,No,12,Yes,4,No,Yes,Rejected
140,Olivia,Male,47,38,,"Power BI, SQL","Excel, Power BI",BI Developer,Chicago,227486,Yes,0,Unemployed,45,9,Yes,None,1,Contract,No,E-commerce,Yes,Yes,5,Yes,1,No,Yes,Rejected
140,Mike,Male,47,23,B.Tech,"Python, SQL, Statistics","English, Spanish",Data Scientist,San Francisco,167264,No,2,Unemployed,15,7,No,Amazon,4,Part-time,Yes,E-commerce,No,Yes,9,No,2,Yes,No,Pending
763,John,Non-Binary,47,26,B.Sc,"Excel, SQL, Python","Python, SQL",Data Analyst,Seattle,261608,Yes,5,Unemployed,30,1,Yes,None,2,Contract,Yes,IT,Yes,Yes,14,Yes,0,Yes,Yes,Rejected
176,John,Male,47,27,,"Excel, SQL, Python","Java, C++",Data Analyst,New York,250185,No,3,Employed,15,1,No,None,5,Part-time,No,Retail,Yes,No,14,Yes,0,Yes,Yes,Rejected
499,Sophia,Non-Binary,47,10,M.Sc,"Python, SQL, Statistics","Python, SQL",Data Scientist,Chicago,127640,No,4,Unemployed,45,5,No,Microsoft,5,Contract,Yes,Finance,Yes,Yes,5,No,2,Yes,No,Pending
779,John,Non-Binary,47,3,Ph.D,"Excel, SQL, Python","Python, SQL",Data Analyst,Austin,52512,No,2,Unemployed,45,8,Yes,IBM,5,Contract,No,Retail,No,No,5,No,0,Yes,No,Rejected
428,Mike,Non-Binary,47,20,B.Tech,"SQL, Database Management","Excel, Power BI",Database Admin,San Francisco,,Yes,5,Employed,90,9,No,Tesla,3,Part-time,Yes,Retail,Yes,No,3,Yes,2,No,Yes,Pending
